TimeSlice	Time	Comm. Vel. 2	Perc. Position	Ext MN 2	GTC 2	LTC 2
91737	5.50422	-0.0500819	-0.0504318	-0.0505	-0.0599417	-0.0600583
91740	5.5044	-0.0500819	-0.0504318	-0.0505	-0.0599417	-0.0600582
91743	5.50458	-0.0500818	-0.0504319	-0.0505	-0.0599418	-0.0600582
91746	5.50476	-0.0500817	-0.050432	-0.0505	-0.0599418	-0.0600581
91749	5.50494	-0.0500817	-0.050432	-0.0505	-0.0599419	-0.0600581
91752	5.50512	-0.0500816	-0.0504321	-0.0505	-0.0599419	-0.060058
91755	5.5053	-0.0500815	-0.0504321	-0.0505	-0.059942	-0.060058
91758	5.50548	-0.0500815	-0.0504322	-0.0505	-0.059942	-0.0600579
91761	5.50566	-0.0500814	-0.0504322	-0.0505	-0.059942	-0.0600579
91764	5.50584	-0.0500813	-0.0504323	-0.0505	-0.0599421	-0.0600578
91767	5.50602	-0.0500813	-0.0504323	-0.0505	-0.0599421	-0.0600578
91770	5.5062	-0.0500812	-0.0504324	-0.0505	-0.0599422	-0.0600577
91773	5.50638	-0.0500811	-0.0504325	-0.0505	-0.0599422	-0.0600577
91776	5.50656	-0.0500811	-0.0504325	-0.0505	-0.0599423	-0.0600577
91779	5.50674	-0.050081	-0.0504326	-0.0505	-0.0599423	-0.0600576
91782	5.50692	-0.0500809	-0.0504326	-0.0505	-0.0599424	-0.0600576
91785	5.5071	-0.0500809	-0.0504327	-0.0505	-0.0599424	-0.0600575
91788	5.50728	-0.0500808	-0.0504327	-0.0505	-0.0599425	-0.0600575
91791	5.50746	-0.0500808	-0.0504328	-0.0505	-0.0599425	-0.0600574
91794	5.50764	-0.0500807	-0.0504328	-0.0505	-0.0599426	-0.0600574
91797	5.50782	-0.0500806	-0.0504329	-0.0505	-0.0599426	-0.0600573
91800	5.508	-0.0500806	-0.0504329	-0.0505	-0.0599426	-0.0600573
91803	5.50818	-0.0500805	-0.050433	-0.0505	-0.0599427	-0.0600572
91806	5.50836	-0.0500804	-0.0504331	-0.0505	-0.0599427	-0.0600572
91809	5.50854	-0.0500804	-0.0504331	-0.0505	-0.0599428	-0.0600571
91812	5.50872	-0.0500803	-0.0504332	-0.0505	-0.0599428	-0.0600571
91815	5.5089	-0.0500802	-0.0504332	-0.0505	-0.0599429	-0.0600571
91818	5.50908	-0.0500802	-0.0504333	-0.0505	-0.0599429	-0.060057
91821	5.50926	-0.0500801	-0.0504333	-0.0505	-0.059943	-0.060057
91824	5.50944	-0.05008	-0.0504334	-0.0505	-0.059943	-0.0600569
91827	5.50962	-0.05008	-0.0504334	-0.0505	-0.0599431	-0.0600569
91830	5.5098	-0.0500799	-0.0504335	-0.0505	-0.0599431	-0.0600568
91833	5.50998	-0.0500798	-0.0504335	-0.0505	-0.0599432	-0.0600568
91836	5.51016	-0.0500798	-0.0504336	-0.0505	-0.0599432	-0.0600567
91839	5.51034	-0.0500797	-0.0504337	-0.0505	-0.0599432	-0.0600567
91842	5.51052	-0.0500797	-0.0504337	-0.0505	-0.0599433	-0.0600566
91845	5.5107	-0.0500796	-0.0504338	-0.0505	-0.0599433	-0.0600566
91848	5.51088	-0.0500795	-0.0504338	-0.0505	-0.0599434	-0.0600565
91851	5.51106	-0.0500795	-0.0504339	-0.0505	-0.0599434	-0.0600565
91854	5.51124	-0.0500794	-0.0504339	-0.0505	-0.0599435	-0.0600565
91857	5.51142	-0.0500793	-0.050434	-0.0505	-0.0599435	-0.0600564
91860	5.5116	-0.0500793	-0.050434	-0.0505	-0.0599436	-0.0600564
91863	5.51178	-0.0500792	-0.0504341	-0.0505	-0.0599436	-0.0600563
91866	5.51196	-0.0500791	-0.0504341	-0.0505	-0.0599437	-0.0600563
91869	5.51214	-0.0500791	-0.0504342	-0.0505	-0.0599437	-0.0600562
91872	5.51232	-0.050079	-0.0504342	-0.0505	-0.0599438	-0.0600562
91875	5.5125	-0.050079	-0.0504343	-0.0505	-0.0599438	-0.0600561
91878	5.51268	-0.0500789	-0.0504344	-0.0505	-0.0599438	-0.0600561
91881	5.51286	-0.0500788	-0.0504344	-0.0505	-0.0599439	-0.060056
91884	5.51304	-0.0500788	-0.0504345	-0.0505	-0.0599439	-0.060056
91887	5.51322	-0.0500787	-0.0504345	-0.0505	-0.059944	-0.060056
91890	5.5134	-0.0500786	-0.0504346	-0.0505	-0.059944	-0.0600559
91893	5.51358	-0.0500786	-0.0504346	-0.0505	-0.0599441	-0.0600559
91896	5.51376	-0.0500785	-0.0504347	-0.0505	-0.0599441	-0.0600558
91899	5.51394	-0.0500784	-0.0504347	-0.0505	-0.0599442	-0.0600558
91902	5.51412	-0.0500784	-0.0504348	-0.0505	-0.0599442	-0.0600557
91905	5.5143	-0.0500783	-0.0504348	-0.0505	-0.0599443	-0.0600557
91908	5.51448	-0.0500783	-0.0504349	-0.0505	-0.0599443	-0.0600556
91911	5.51466	-0.0500782	-0.0504349	-0.0505	-0.0599443	-0.0600556
91914	5.51484	-0.0500781	-0.050435	-0.0505	-0.0599444	-0.0600555
91917	5.51502	-0.0500781	-0.0504351	-0.0505	-0.0599444	-0.0600555
91920	5.5152	-0.050078	-0.0504351	-0.0505	-0.0599445	-0.0600555
91923	5.51538	-0.0500779	-0.0504352	-0.0505	-0.0599445	-0.0600554
91926	5.51556	-0.0500779	-0.0504352	-0.0505	-0.0599446	-0.0600554
91929	5.51574	-0.0500778	-0.0504353	-0.0505	-0.0599446	-0.0600553
91932	5.51592	-0.0500778	-0.0504353	-0.0505	-0.0599447	-0.0600553
91935	5.5161	-0.0500777	-0.0504354	-0.0505	-0.0599447	-0.0600552
91938	5.51628	-0.0500776	-0.0504354	-0.0505	-0.0599448	-0.0600552
91941	5.51646	-0.0500776	-0.0504355	-0.0505	-0.0599448	-0.0600551
91944	5.51664	-0.0500775	-0.0504355	-0.0505	-0.0599448	-0.0600551
91947	5.51682	-0.0500774	-0.0504356	-0.0505	-0.0599449	-0.060055
91950	5.517	-0.0500774	-0.0504356	-0.0505	-0.0599449	-0.060055
91953	5.51718	-0.0500773	-0.0504357	-0.0505	-0.059945	-0.060055
91956	5.51736	-0.0500772	-0.0504357	-0.0505	-0.059945	-0.0600549
91959	5.51754	-0.0500772	-0.0504358	-0.0505	-0.0599451	-0.0600549
91962	5.51772	-0.0500771	-0.0504358	-0.0505	-0.0599451	-0.0600548
91965	5.5179	-0.0500771	-0.0504359	-0.0505	-0.0599452	-0.0600548
91968	5.51808	-0.050077	-0.050436	-0.0505	-0.0599452	-0.0600547
91971	5.51826	-0.0500769	-0.050436	-0.0505	-0.0599453	-0.0600547
91974	5.51844	-0.0500769	-0.0504361	-0.0505	-0.0599453	-0.0600546
91977	5.51862	-0.0500768	-0.0504361	-0.0505	-0.0599453	-0.0600546
91980	5.5188	-0.0500767	-0.0504362	-0.0505	-0.0599454	-0.0600546
91983	5.51898	-0.0500767	-0.0504362	-0.0505	-0.0599454	-0.0600545
91986	5.51916	-0.0500766	-0.0504363	-0.0505	-0.0599455	-0.0600545
91989	5.51934	-0.0500766	-0.0504363	-0.0505	-0.0599455	-0.0600544
91992	5.51952	-0.0500765	-0.0504364	-0.0505	-0.0599456	-0.0600544
91995	5.5197	-0.0500764	-0.0504364	-0.0505	-0.0599456	-0.0600543
91998	5.51988	-0.0500764	-0.0504365	-0.0505	-0.0599457	-0.0600543
92001	5.52006	-0.0500763	-0.0504365	-0.0505	-0.0599457	-0.0600542
92004	5.52024	-0.0500762	-0.0504366	-0.0505	-0.0599457	-0.0600542
92007	5.52042	-0.0500762	-0.0504366	-0.0505	-0.0599458	-0.0600541
92010	5.5206	-0.0500761	-0.0504367	-0.0505	-0.0599458	-0.0600541
92013	5.52078	-0.0500761	-0.0504367	-0.0505	-0.0599459	-0.0600541
92016	5.52096	-0.050076	-0.0504368	-0.0505	-0.0599459	-0.060054
92019	5.52114	-0.0500759	-0.0504368	-0.0505	-0.059946	-0.060054
92022	5.52132	-0.0500759	-0.0504369	-0.0505	-0.059946	-0.0600539
92025	5.5215	-0.0500758	-0.050437	-0.0505	-0.0599461	-0.0600539
92028	5.52168	-0.0500758	-0.050437	-0.0505	-0.0599461	-0.0600538
92031	5.52186	-0.0500757	-0.0504371	-0.0505	-0.0599461	-0.0600538
92034	5.52204	-0.0500756	-0.0504371	-0.0505	-0.0599462	-0.0600538
92037	5.52222	-0.0500756	-0.0504372	-0.0505	-0.0599462	-0.0600537
92040	5.5224	-0.0500755	-0.0504372	-0.0505	-0.0599463	-0.0600537
92043	5.52258	-0.0500754	-0.0504373	-0.0505	-0.0599463	-0.0600536
92046	5.52276	-0.0500754	-0.0504373	-0.0505	-0.0599464	-0.0600536
92049	5.52294	-0.0500753	-0.0504374	-0.0505	-0.0599464	-0.0600535
92052	5.52312	-0.0500753	-0.0504374	-0.0505	-0.0599465	-0.0600535
92055	5.5233	-0.0500752	-0.0504375	-0.0505	-0.0599465	-0.0600534
92058	5.52348	-0.0500751	-0.0504375	-0.0505	-0.0599465	-0.0600534
92061	5.52366	-0.0500751	-0.0504376	-0.0505	-0.0599466	-0.0600534
92064	5.52384	-0.050075	-0.0504376	-0.0505	-0.0599466	-0.0600533
92067	5.52402	-0.0500749	-0.0504377	-0.0505	-0.0599467	-0.0600533
92070	5.5242	-0.0500749	-0.0504377	-0.0505	-0.0599467	-0.0600532
92073	5.52438	-0.0500748	-0.0504378	-0.0505	-0.0599468	-0.0600532
92076	5.52456	-0.0500748	-0.0504378	-0.0505	-0.0599468	-0.0600531
92079	5.52474	-0.0500747	-0.0504379	-0.0505	-0.0599469	-0.0600531
92082	5.52492	-0.0500746	-0.0504379	-0.0505	-0.0599469	-0.060053
92085	5.5251	-0.0500746	-0.050438	-0.0505	-0.0599469	-0.060053
92088	5.52528	-0.0500745	-0.050438	-0.0505	-0.059947	-0.060053
92091	5.52546	-0.0500745	-0.0504381	-0.0505	-0.059947	-0.0600529
92094	5.52564	-0.0500744	-0.0504381	-0.0505	-0.0599471	-0.0600529
92097	5.52582	-0.0500743	-0.0504382	-0.0505	-0.0599471	-0.0600528
92100	5.526	-0.0500743	-0.0504383	-0.0505	-0.0599472	-0.0600528
92103	5.52618	-0.0500742	-0.0504383	-0.0505	-0.0599472	-0.0600527
92106	5.52636	-0.0500742	-0.0504384	-0.0505	-0.0599472	-0.0600527
92109	5.52654	-0.0500741	-0.0504384	-0.0505	-0.0599473	-0.0600527
92112	5.52672	-0.050074	-0.0504385	-0.0505	-0.0599473	-0.0600526
92115	5.5269	-0.050074	-0.0504385	-0.0505	-0.0599474	-0.0600526
92118	5.52708	-0.0500739	-0.0504386	-0.0505	-0.0599474	-0.0600525
92121	5.52726	-0.0500738	-0.0504386	-0.0505	-0.0599475	-0.0600525
92124	5.52744	-0.0500738	-0.0504387	-0.0505	-0.0599475	-0.0600524
92127	5.52762	-0.0500737	-0.0504387	-0.0505	-0.0599476	-0.0600524
92130	5.5278	-0.0500737	-0.0504388	-0.0505	-0.0599476	-0.0600523
92133	5.52798	-0.0500736	-0.0504388	-0.0505	-0.0599476	-0.0600523
92136	5.52816	-0.0500735	-0.0504389	-0.0505	-0.0599477	-0.0600523
92139	5.52834	-0.0500735	-0.0504389	-0.0505	-0.0599477	-0.0600522
92142	5.52852	-0.0500734	-0.050439	-0.0505	-0.0599478	-0.0600522
92145	5.5287	-0.0500734	-0.050439	-0.0505	-0.0599478	-0.0600521
92148	5.52888	-0.0500733	-0.0504391	-0.0505	-0.0599479	-0.0600521
92151	5.52906	-0.0500732	-0.0504391	-0.0505	-0.0599479	-0.060052
92154	5.52924	-0.0500732	-0.0504392	-0.0505	-0.0599479	-0.060052
92157	5.52942	-0.0500731	-0.0504392	-0.0505	-0.059948	-0.060052
92160	5.5296	-0.0500731	-0.0504393	-0.0505	-0.059948	-0.0600519
92163	5.52978	-0.050073	-0.0504393	-0.0505	-0.0599481	-0.0600519
92166	5.52996	-0.0500729	-0.0504394	-0.0505	-0.0599481	-0.0600518
92169	5.53014	-0.0500729	-0.0504394	-0.0505	-0.0599482	-0.0600518
92172	5.53032	-0.0500728	-0.0504395	-0.0505	-0.0599482	-0.0600517
92175	5.5305	-0.0500728	-0.0504395	-0.0505	-0.0599482	-0.0600517
92178	5.53068	-0.0500727	-0.0504396	-0.0505	-0.0599483	-0.0600517
92181	5.53086	-0.0500726	-0.0504396	-0.0505	-0.0599483	-0.0600516
92184	5.53104	-0.0500726	-0.0504397	-0.0505	-0.0599484	-0.0600516
92187	5.53122	-0.0500725	-0.0504397	-0.0505	-0.0599484	-0.0600515
92190	5.5314	-0.0500725	-0.0504398	-0.0505	-0.0599485	-0.0600515
92193	5.53158	-0.0500724	-0.0504398	-0.0505	-0.0599485	-0.0600514
92196	5.53176	-0.0500723	-0.0504399	-0.0505	-0.0599486	-0.0600514
92199	5.53194	-0.0500723	-0.0504399	-0.0505	-0.0599486	-0.0600514
92202	5.53212	-0.0500722	-0.05044	-0.0505	-0.0599486	-0.0600513
92205	5.5323	-0.0500722	-0.05044	-0.0505	-0.0599487	-0.0600513
92208	5.53248	-0.0500721	-0.0504401	-0.0505	-0.0599487	-0.0600512
92211	5.53266	-0.050072	-0.0504401	-0.0505	-0.0599488	-0.0600512
92214	5.53284	-0.050072	-0.0504402	-0.0505	-0.0599488	-0.0600511
92217	5.53302	-0.0500719	-0.0504402	-0.0505	-0.0599489	-0.0600511
92220	5.5332	-0.0500719	-0.0504403	-0.0505	-0.0599489	-0.0600511
92223	5.53338	-0.0500718	-0.0504403	-0.0505	-0.0599489	-0.060051
92226	5.53356	-0.0500717	-0.0504404	-0.0505	-0.059949	-0.060051
92229	5.53374	-0.0500717	-0.0504404	-0.0505	-0.059949	-0.0600509
92232	5.53392	-0.0500716	-0.0504405	-0.0505	-0.0599491	-0.0600509
92235	5.5341	-0.0500716	-0.0504405	-0.0505	-0.0599491	-0.0600508
92238	5.53428	-0.0500715	-0.0504406	-0.0505	-0.0599492	-0.0600508
92241	5.53446	-0.0500714	-0.0504406	-0.0505	-0.0599492	-0.0600508
92244	5.53464	-0.0500714	-0.0504407	-0.0505	-0.0599492	-0.0600507
92247	5.53482	-0.0500713	-0.0504407	-0.0505	-0.0599493	-0.0600507
92250	5.535	-0.0500713	-0.0504408	-0.0505	-0.0599493	-0.0600506
92253	5.53518	-0.0500712	-0.0504408	-0.0505	-0.0599494	-0.0600506
92256	5.53536	-0.0500711	-0.0504409	-0.0505	-0.0599494	-0.0600505
92259	5.53554	-0.0500711	-0.0504409	-0.0505	-0.0599495	-0.0600505
92262	5.53572	-0.050071	-0.050441	-0.0505	-0.0599495	-0.0600505
92265	5.5359	-0.050071	-0.050441	-0.0505	-0.0599495	-0.0600504
92268	5.53608	-0.0500709	-0.0504411	-0.0505	-0.0599496	-0.0600504
92271	5.53626	-0.0500708	-0.0504411	-0.0505	-0.0599496	-0.0600503
92274	5.53644	-0.0500708	-0.0504412	-0.0505	-0.0599497	-0.0600503
92277	5.53662	-0.0500707	-0.0504412	-0.0505	-0.0599497	-0.0600502
92280	5.5368	-0.0500707	-0.0504413	-0.0505	-0.0599497	-0.0600502
92283	5.53698	-0.0500706	-0.0504413	-0.0505	-0.0599498	-0.0600502
92286	5.53716	-0.0500706	-0.0504414	-0.0505	-0.0599498	-0.0600501
92289	5.53734	-0.0500705	-0.0504414	-0.0505	-0.0599499	-0.0600501
92292	5.53752	-0.0500704	-0.0504415	-0.0505	-0.0599499	-0.06005
92295	5.5377	-0.0500704	-0.0504415	-0.0505	-0.05995	-0.06005
92298	5.53788	-0.0500703	-0.0504416	-0.0505	-0.05995	-0.0600499
92301	5.53806	-0.0500703	-0.0504416	-0.0505	-0.05995	-0.0600499
92304	5.53824	-0.0500702	-0.0504417	-0.0505	-0.0599501	-0.0600499
92307	5.53842	-0.0500701	-0.0504417	-0.0505	-0.0599501	-0.0600498
92310	5.5386	-0.0500701	-0.0504418	-0.0505	-0.0599502	-0.0600498
92313	5.53878	-0.05007	-0.0504418	-0.0505	-0.0599502	-0.0600497
92316	5.53896	-0.05007	-0.0504419	-0.0505	-0.0599503	-0.0600497
92319	5.53914	-0.0500699	-0.0504419	-0.0505	-0.0599503	-0.0600496
92322	5.53932	-0.0500698	-0.050442	-0.0505	-0.0599503	-0.0600496
92325	5.5395	-0.0500698	-0.050442	-0.0505	-0.0599504	-0.0600496
92328	5.53968	-0.0500697	-0.0504421	-0.0505	-0.0599504	-0.0600495
92331	5.53986	-0.0500697	-0.0504421	-0.0505	-0.0599505	-0.0600495
92334	5.54004	-0.0500696	-0.0504422	-0.0505	-0.0599505	-0.0600494
92337	5.54022	-0.0500696	-0.0504422	-0.0505	-0.0599505	-0.0600494
92340	5.5404	-0.0500695	-0.0504423	-0.0505	-0.0599506	-0.0600494
92343	5.54058	-0.0500694	-0.0504423	-0.0505	-0.0599506	-0.0600493
92346	5.54076	-0.0500694	-0.0504424	-0.0505	-0.0599507	-0.0600493
92349	5.54094	-0.0500693	-0.0504424	-0.0505	-0.0599507	-0.0600492
92352	5.54112	-0.0500693	-0.0504425	-0.0505	-0.0599508	-0.0600492
92355	5.5413	-0.0500692	-0.0504425	-0.0505	-0.0599508	-0.0600491
92358	5.54148	-0.0500691	-0.0504426	-0.0505	-0.0599508	-0.0600491
92361	5.54166	-0.0500691	-0.0504426	-0.0505	-0.0599509	-0.0600491
92364	5.54184	-0.050069	-0.0504427	-0.0505	-0.0599509	-0.060049
92367	5.54202	-0.050069	-0.0504427	-0.0505	-0.059951	-0.060049
92370	5.5422	-0.0500689	-0.0504428	-0.0505	-0.059951	-0.0600489
92373	5.54238	-0.0500689	-0.0504428	-0.0505	-0.0599511	-0.0600489
92376	5.54256	-0.0500688	-0.0504429	-0.0505	-0.0599511	-0.0600489
92379	5.54274	-0.0500687	-0.0504429	-0.0505	-0.0599511	-0.0600488
92382	5.54292	-0.0500687	-0.050443	-0.0505	-0.0599512	-0.0600488
92385	5.5431	-0.0500686	-0.050443	-0.0505	-0.0599512	-0.0600487
92388	5.54328	-0.0500686	-0.0504431	-0.0505	-0.0599513	-0.0600487
92391	5.54346	-0.0500685	-0.0504431	-0.0505	-0.0599513	-0.0600486
92394	5.54364	-0.0500684	-0.0504432	-0.0505	-0.0599513	-0.0600486
92397	5.54382	-0.0500684	-0.0504432	-0.0505	-0.0599514	-0.0600486
92400	5.544	-0.0500683	-0.0504433	-0.0505	-0.0599514	-0.0600485
92403	5.54418	-0.0500683	-0.0504433	-0.0505	-0.0599515	-0.0600485
92406	5.54436	-0.0500682	-0.0504434	-0.0505	-0.0599515	-0.0600484
92409	5.54454	-0.0500682	-0.0504434	-0.0505	-0.0599516	-0.0600484
92412	5.54472	-0.0500681	-0.0504435	-0.0505	-0.0599516	-0.0600484
92415	5.5449	-0.050068	-0.0504435	-0.0505	-0.0599516	-0.0600483
92418	5.54508	-0.050068	-0.0504436	-0.0505	-0.0599517	-0.0600483
92421	5.54526	-0.0500679	-0.0504436	-0.0505	-0.0599517	-0.0600482
92424	5.54544	-0.0500679	-0.0504437	-0.0505	-0.0599518	-0.0600482
92427	5.54562	-0.0500678	-0.0504437	-0.0505	-0.0599518	-0.0600482
92430	5.5458	-0.0500678	-0.0504438	-0.0505	-0.0599518	-0.0600481
92433	5.54598	-0.0500677	-0.0504438	-0.0505	-0.0599519	-0.0600481
92436	5.54616	-0.0500676	-0.0504439	-0.0505	-0.0599519	-0.060048
92439	5.54634	-0.0500676	-0.0504439	-0.0505	-0.059952	-0.060048
92442	5.54652	-0.0500675	-0.050444	-0.0505	-0.059952	-0.0600479
92445	5.5467	-0.0500675	-0.050444	-0.0505	-0.059952	-0.0600479
92448	5.54688	-0.0500674	-0.050444	-0.0505	-0.0599521	-0.0600479
92451	5.54706	-0.0500674	-0.0504441	-0.0505	-0.0599521	-0.0600478
92454	5.54724	-0.0500673	-0.0504441	-0.0505	-0.0599522	-0.0600478
92457	5.54742	-0.0500672	-0.0504442	-0.0505	-0.0599522	-0.0600477
92460	5.5476	-0.0500672	-0.0504442	-0.0505	-0.0599523	-0.0600477
92463	5.54778	-0.0500671	-0.0504443	-0.0505	-0.0599523	-0.0600477
92466	5.54796	-0.0500671	-0.0504443	-0.0505	-0.0599523	-0.0600476
92469	5.54814	-0.050067	-0.0504444	-0.0505	-0.0599524	-0.0600476
92472	5.54832	-0.050067	-0.0504444	-0.0505	-0.0599524	-0.0600475
92475	5.5485	-0.0500669	-0.0504445	-0.0505	-0.0599525	-0.0600475
92478	5.54868	-0.0500668	-0.0504445	-0.0505	-0.0599525	-0.0600475
92481	5.54886	-0.0500668	-0.0504446	-0.0505	-0.0599525	-0.0600474
92484	5.54904	-0.0500667	-0.0504446	-0.0505	-0.0599526	-0.0600474
92487	5.54922	-0.0500667	-0.0504447	-0.0505	-0.0599526	-0.0600473
92490	5.5494	-0.0500666	-0.0504447	-0.0505	-0.0599527	-0.0600473
92493	5.54958	-0.0500666	-0.0504448	-0.0505	-0.0599527	-0.0600473
92496	5.54976	-0.0500665	-0.0504448	-0.0505	-0.0599527	-0.0600472
92499	5.54994	-0.0500664	-0.0504449	-0.0505	-0.0599528	-0.0600472
92502	5.55012	-0.0500664	-0.0504449	-0.0505	-0.0599528	-0.0600471
92505	5.5503	-0.0500663	-0.050445	-0.0505	-0.0599529	-0.0600471
92508	5.55048	-0.0500663	-0.050445	-0.0505	-0.0599529	-0.060047
92511	5.55066	-0.0500662	-0.0504451	-0.0505	-0.0599529	-0.060047
92514	5.55084	-0.0500662	-0.0504451	-0.0505	-0.059953	-0.060047
92517	5.55102	-0.0500661	-0.0504452	-0.0505	-0.059953	-0.0600469
92520	5.5512	-0.050066	-0.0504452	-0.0505	-0.0599531	-0.0600469
92523	5.55138	-0.050066	-0.0504452	-0.0505	-0.0599531	-0.0600468
92526	5.55156	-0.0500659	-0.0504453	-0.0505	-0.0599531	-0.0600468
92529	5.55174	-0.0500659	-0.0504453	-0.0505	-0.0599532	-0.0600468
92532	5.55192	-0.0500658	-0.0504454	-0.0505	-0.0599532	-0.0600467
92535	5.5521	-0.0500658	-0.0504454	-0.0505	-0.0599533	-0.0600467
92538	5.55228	-0.0500657	-0.0504455	-0.0505	-0.0599533	-0.0600466
92541	5.55246	-0.0500656	-0.0504455	-0.0505	-0.0599534	-0.0600466
92544	5.55264	-0.0500656	-0.0504456	-0.0505	-0.0599534	-0.0600466
92547	5.55282	-0.0500655	-0.0504456	-0.0505	-0.0599534	-0.0600465
92550	5.553	-0.0500655	-0.0504457	-0.0505	-0.0599535	-0.0600465
92553	5.55318	-0.0500654	-0.0504457	-0.0505	-0.0599535	-0.0600464
92556	5.55336	-0.0500654	-0.0504458	-0.0505	-0.0599536	-0.0600464
92559	5.55354	-0.0500653	-0.0504458	-0.0505	-0.0599536	-0.0600464
92562	5.55372	-0.0500653	-0.0504459	-0.0505	-0.0599536	-0.0600463
92565	5.5539	-0.0500652	-0.0504459	-0.0505	-0.0599537	-0.0600463
92568	5.55408	-0.0500651	-0.050446	-0.0505	-0.0599537	-0.0600462
92571	5.55426	-0.0500651	-0.050446	-0.0505	-0.0599538	-0.0600462
92574	5.55444	-0.050065	-0.0504461	-0.0505	-0.0599538	-0.0600462
92577	5.55462	-0.050065	-0.0504461	-0.0505	-0.0599538	-0.0600461
92580	5.5548	-0.0500649	-0.0504461	-0.0505	-0.0599539	-0.0600461
92583	5.55498	-0.0500649	-0.0504462	-0.0505	-0.0599539	-0.060046
92586	5.55516	-0.0500648	-0.0504462	-0.0505	-0.059954	-0.060046
92589	5.55534	-0.0500648	-0.0504463	-0.0505	-0.059954	-0.060046
92592	5.55552	-0.0500647	-0.0504463	-0.0505	-0.059954	-0.0600459
92595	5.5557	-0.0500646	-0.0504464	-0.0505	-0.0599541	-0.0600459
92598	5.55588	-0.0500646	-0.0504464	-0.0505	-0.0599541	-0.0600458
92601	5.55606	-0.0500645	-0.0504465	-0.0505	-0.0599542	-0.0600458
92604	5.55624	-0.0500645	-0.0504465	-0.0505	-0.0599542	-0.0600458
92607	5.55642	-0.0500644	-0.0504466	-0.0505	-0.0599542	-0.0600457
92610	5.5566	-0.0500644	-0.0504466	-0.0505	-0.0599543	-0.0600457
92613	5.55678	-0.0500643	-0.0504467	-0.0505	-0.0599543	-0.0600456
92616	5.55696	-0.0500643	-0.0504467	-0.0505	-0.0599544	-0.0600456
92619	5.55714	-0.0500642	-0.0504468	-0.0505	-0.0599544	-0.0600456
92622	5.55732	-0.0500641	-0.0504468	-0.0505	-0.0599544	-0.0600455
92625	5.5575	-0.0500641	-0.0504469	-0.0505	-0.0599545	-0.0600455
92628	5.55768	-0.050064	-0.0504469	-0.0505	-0.0599545	-0.0600454
92631	5.55786	-0.050064	-0.0504469	-0.0505	-0.0599546	-0.0600454
92634	5.55804	-0.0500639	-0.050447	-0.0505	-0.0599546	-0.0600454
92637	5.55822	-0.0500639	-0.050447	-0.0505	-0.0599546	-0.0600453
92640	5.5584	-0.0500638	-0.0504471	-0.0505	-0.0599547	-0.0600453
92643	5.55858	-0.0500638	-0.0504471	-0.0505	-0.0599547	-0.0600452
92646	5.55876	-0.0500637	-0.0504472	-0.0505	-0.0599548	-0.0600452
92649	5.55894	-0.0500636	-0.0504472	-0.0505	-0.0599548	-0.0600452
92652	5.55912	-0.0500636	-0.0504473	-0.0505	-0.0599548	-0.0600451
92655	5.5593	-0.0500635	-0.0504473	-0.0505	-0.0599549	-0.0600451
92658	5.55948	-0.0500635	-0.0504474	-0.0505	-0.0599549	-0.060045
92661	5.55966	-0.0500634	-0.0504474	-0.0505	-0.059955	-0.060045
92664	5.55984	-0.0500634	-0.0504475	-0.0505	-0.059955	-0.060045
92667	5.56002	-0.0500633	-0.0504475	-0.0505	-0.059955	-0.0600449
92670	5.5602	-0.0500633	-0.0504476	-0.0505	-0.0599551	-0.0600449
92673	5.56038	-0.0500632	-0.0504476	-0.0505	-0.0599551	-0.0600448
92676	5.56056	-0.0500631	-0.0504476	-0.0505	-0.0599551	-0.0600448
92679	5.56074	-0.0500631	-0.0504477	-0.0505	-0.0599552	-0.0600448
92682	5.56092	-0.050063	-0.0504477	-0.0505	-0.0599552	-0.0600447
92685	5.5611	-0.050063	-0.0504478	-0.0505	-0.0599553	-0.0600447
92688	5.56128	-0.0500629	-0.0504478	-0.0505	-0.0599553	-0.0600447
92691	5.56146	-0.0500629	-0.0504479	-0.0505	-0.0599553	-0.0600446
92694	5.56164	-0.0500628	-0.0504479	-0.0505	-0.0599554	-0.0600446
92697	5.56182	-0.0500628	-0.050448	-0.0505	-0.0599554	-0.0600445
92700	5.562	-0.0500627	-0.050448	-0.0505	-0.0599555	-0.0600445
92703	5.56218	-0.0500627	-0.0504481	-0.0505	-0.0599555	-0.0600445
92706	5.56236	-0.0500626	-0.0504481	-0.0505	-0.0599555	-0.0600444
92709	5.56254	-0.0500625	-0.0504482	-0.0505	-0.0599556	-0.0600444
92712	5.56272	-0.0500625	-0.0504482	-0.0505	-0.0599556	-0.0600443
92715	5.5629	-0.0500624	-0.0504482	-0.0505	-0.0599557	-0.0600443
92718	5.56308	-0.0500624	-0.0504483	-0.0505	-0.0599557	-0.0600443
92721	5.56326	-0.0500623	-0.0504483	-0.0505	-0.0599557	-0.0600442
92724	5.56344	-0.0500623	-0.0504484	-0.0505	-0.0599558	-0.0600442
92727	5.56362	-0.0500622	-0.0504484	-0.0505	-0.0599558	-0.0600441
92730	5.5638	-0.0500622	-0.0504485	-0.0505	-0.0599559	-0.0600441
92733	5.56398	-0.0500621	-0.0504485	-0.0505	-0.0599559	-0.0600441
92736	5.56416	-0.0500621	-0.0504486	-0.0505	-0.0599559	-0.060044
92739	5.56434	-0.050062	-0.0504486	-0.0505	-0.059956	-0.060044
